iteration,training error,iteration time,crossValError
206,0.7575388550758362,0.5056445598602295,0.7475709319114685
207,0.7459384799003601,0.4563603401184082,0.7488214373588562
208,0.7528798580169678,0.449171781539917,0.7469073534011841
209,0.7886201739311218,0.42992353439331055,0.7461512088775635
210,0.7658438086509705,0.4492783546447754,0.7476670742034912
211,0.7541252374649048,0.44138336181640625,0.7499812841415405
212,0.7526341080665588,0.4603555202484131,0.7485207319259644
213,0.758904218673706,0.46011853218078613,0.74927818775177
214,0.7566359639167786,0.46585631370544434,0.7475972175598145
215,0.7367088794708252,0.45673704147338867,0.7488288283348083
216,0.7435234189033508,0.43941497802734375,0.7487409710884094
217,0.7519285678863525,0.451357364654541,0.7477007508277893
218,0.7254785895347595,0.44554781913757324,0.7487295269966125
219,0.7570430040359497,0.4848620891571045,0.7502984404563904
220,0.7243768572807312,0.4503142833709717,0.7485765814781189
221,0.7566019296646118,0.4423680305480957,0.7476859092712402
222,0.7682132720947266,0.4637484550476074,0.747908353805542
223,0.7313723564147949,0.45019006729125977,0.7481310367584229
224,0.7558601498603821,0.4582948684692383,0.7465799450874329
225,0.7557621598243713,0.4563002586364746,0.7472495436668396
226,0.7577556371688843,0.4559204578399658,0.7474344372749329
227,0.7514732480049133,0.4411892890930176,0.748708963394165
228,0.7421841621398926,0.43790364265441895,0.7472935318946838
229,0.7463330626487732,0.4371042251586914,0.7478469014167786
230,0.7276214361190796,0.4397242069244385,0.745829701423645
231,0.7663629055023193,0.4428751468658447,0.745693564414978
232,0.764885663986206,0.4429924488067627,0.7457574605941772
233,0.7511691451072693,0.4825470447540283,0.7439155578613281
234,0.7452777624130249,0.4388735294342041,0.7444766163825989
235,0.745117723941803,0.4418151378631592,0.7440218329429626
236,0.7514336109161377,0.4438211917877197,0.7426794171333313
237,0.730836808681488,0.44329094886779785,0.7432979345321655
238,0.7377731800079346,0.4539783000946045,0.7420611381530762
239,0.7376430034637451,0.43923163414001465,0.7425781488418579
240,0.7219011783599854,0.4392979145050049,0.7425544261932373
241,0.7251259088516235,0.4370250701904297,0.7450544834136963
242,0.7391847968101501,0.44301414489746094,0.7445027828216553
243,0.7466967701911926,0.43895387649536133,0.742991030216217
244,0.7538434863090515,0.4530367851257324,0.7419698238372803
245,0.7290828227996826,0.4391000270843506,0.7398537397384644
246,0.7644577622413635,0.48966169357299805,0.7392226457595825
247,0.7625067234039307,0.45191502571105957,0.7380861043930054
248,0.7418899536132812,0.45172953605651855,0.73926842212677
249,0.7420449256896973,0.4441065788269043,0.7387396097183228
250,0.765779972076416,0.44268035888671875,0.7376341819763184
251,0.7714014649391174,0.4381575584411621,0.7382773756980896
252,0.7433261275291443,0.4429922103881836,0.7400237917900085
253,0.7460047006607056,0.44449949264526367,0.7388014793395996
254,0.7531217336654663,0.4608945846557617,0.7401070594787598
255,0.7448470592498779,0.45819807052612305,0.7397165894508362
256,0.729952335357666,0.4935152530670166,0.7404964566230774
257,0.7408713698387146,0.5055246353149414,0.7391785383224487
258,0.7345763444900513,0.5884814262390137,0.7408029437065125
259,0.7312899231910706,0.5237040519714355,0.7396256923675537
260,0.7428692579269409,0.5041086673736572,0.7410335540771484
261,0.7161009311676025,0.4582984447479248,0.7393257021903992
262,0.7256523370742798,0.43729090690612793,0.7406052947044373
263,0.7781223058700562,0.43777942657470703,0.7383546233177185
264,0.7248526215553284,0.4419515132904053,0.7383670210838318
265,0.7391811609268188,0.4386458396911621,0.7386336326599121
266,0.7569001913070679,0.4419515132904053,0.7378024458885193
267,0.7455172538757324,0.43689990043640137,0.7393097877502441
268,0.7460846900939941,0.47407078742980957,0.7384529709815979
269,0.7424665689468384,0.44171857833862305,0.7399730086326599
270,0.7362818121910095,0.47328925132751465,0.7404409646987915
271,0.7219157218933105,0.44007110595703125,0.7386049628257751
272,0.7455237507820129,0.4387779235839844,0.737595796585083
273,0.7510362863540649,0.4373433589935303,0.7372802495956421
274,0.7691628932952881,0.4428677558898926,0.7362368702888489
275,0.7275026440620422,0.4396545886993408,0.7353769540786743
276,0.7335782051086426,0.43769097328186035,0.735504686832428
277,0.7458515763282776,0.4423539638519287,0.7361509203910828
278,0.7259750962257385,0.4521174430847168,0.7342662215232849
279,0.7229053974151611,0.43698716163635254,0.7338215112686157
280,0.7240068316459656,0.43705248832702637,0.7343326807022095
281,0.7197725772857666,0.4416677951812744,0.7344172596931458
282,0.7466930150985718,0.4742591381072998,0.7348741292953491
283,0.6981392502784729,0.4370119571685791,0.7367640733718872
284,0.7390460968017578,0.4455723762512207,0.7392910718917847
285,0.7391853928565979,0.480623722076416,0.7358256578445435
286,0.7247616648674011,0.4395308494567871,0.7329941391944885
287,0.7602928280830383,0.456251859664917,0.7314321994781494
288,0.7577403783798218,0.44173693656921387,0.7313207983970642
289,0.7375036478042603,0.4535362720489502,0.7314633727073669
290,0.7314612865447998,0.4420311450958252,0.7314803600311279
291,0.7611500024795532,0.4291262626647949,0.7296261787414551
292,0.7446876764297485,0.4426720142364502,0.7297555804252625
293,0.754016637802124,0.4416544437408447,0.7318668961524963
294,0.7257230877876282,0.4579634666442871,0.7316430807113647
295,0.7591631412506104,0.44141602516174316,0.7308212518692017
296,0.7439809441566467,0.4452395439147949,0.7314676642417908
297,0.7362591624259949,0.44739580154418945,0.7313725352287292
298,0.715131938457489,0.4886331558227539,0.7322251796722412
299,0.725658655166626,0.457594633102417,0.7331222295761108
300,0.7423991560935974,0.44080138206481934,0.7309374809265137
301,0.7195637226104736,0.4389381408691406,0.7317608594894409
302,0.7163056135177612,0.45719361305236816,0.7317940592765808
303,0.722012460231781,0.4509861469268799,0.7328452467918396
304,0.7557133436203003,0.4578700065612793,0.7303183078765869
305,0.7369778156280518,0.44095468521118164,0.730762243270874
306,0.7292347550392151,0.4573841094970703,0.7319046854972839
307,0.7425898909568787,0.4595987796783447,0.72945237159729
308,0.7379071712493896,0.425278902053833,0.7316187024116516
309,0.7508973479270935,0.43820953369140625,0.7299968600273132
310,0.7310407757759094,0.4476134777069092,0.7306886315345764
311,0.7255195379257202,0.47537779808044434,0.7316185235977173
312,0.7272494435310364,0.479900598526001,0.730498194694519
313,0.7304192185401917,0.43804454803466797,0.7288270592689514
314,0.7438867092132568,0.4265913963317871,0.7284591794013977
315,0.7512748837471008,0.4532930850982666,0.728044331073761
316,0.7218775153160095,0.4867255687713623,0.7264580726623535
317,0.7212764024734497,0.46013784408569336,0.727897584438324
318,0.7581582069396973,0.46619653701782227,0.7268128991127014
319,0.7058026194572449,0.45388007164001465,0.7254126071929932
320,0.7228540778160095,0.43994665145874023,0.7262828946113586
321,0.7329521179199219,0.4444129467010498,0.725739061832428
322,0.703005313873291,0.46361422538757324,0.7266340851783752
323,0.7310963273048401,0.4552428722381592,0.7289917469024658
324,0.6946654319763184,0.44616246223449707,0.7313343286514282
325,0.728872537612915,0.4901082515716553,0.7299097180366516
326,0.7258704304695129,0.4518158435821533,0.7281944751739502
327,0.7312438488006592,0.4746053218841553,0.7258586883544922
328,0.7370524406433105,0.4377002716064453,0.7244853973388672
329,0.7501837015151978,0.45842862129211426,0.7239857316017151
330,0.7340226769447327,0.44293785095214844,0.7251955270767212
331,0.7357713580131531,0.4489777088165283,0.7240933179855347
332,0.7400655150413513,0.44599151611328125,0.722258448600769
333,0.7494931817054749,0.4429965019226074,0.7220327854156494
334,0.7592816352844238,0.44334912300109863,0.7236565947532654
335,0.7196334600448608,0.4422280788421631,0.7228343486785889
336,0.7428168654441833,0.43787384033203125,0.7227810621261597
337,0.7455134391784668,0.439361572265625,0.7247667908668518
338,0.7267476916313171,0.49237608909606934,0.7242932915687561
339,0.6981959342956543,0.44248199462890625,0.7255691289901733
340,0.7100986242294312,0.4400608539581299,0.7249752879142761
341,0.7553381323814392,0.4390869140625,0.7223178148269653
342,0.710419237613678,0.43780994415283203,0.7247289419174194
343,0.7137320637702942,0.4490537643432617,0.7252929210662842
344,0.7014978528022766,0.43834853172302246,0.7245204448699951
345,0.7527417540550232,0.4369175434112549,0.7230842709541321
346,0.7464694380760193,0.45863914489746094,0.7222852110862732
347,0.7160289287567139,0.45800209045410156,0.7237203121185303
348,0.7374657392501831,0.44174671173095703,0.7223666310310364
349,0.7363300919532776,0.44141340255737305,0.7247442007064819
350,0.7405262589454651,0.4599454402923584,0.72320955991745
351,0.7117066979408264,0.5014631748199463,0.7251188158988953
352,0.7296624779701233,0.43793749809265137,0.7251208424568176
353,0.7151443958282471,0.438995361328125,0.7249646782875061
354,0.7202644348144531,0.44252562522888184,0.7221035957336426
355,0.751041054725647,0.442152738571167,0.721205472946167
356,0.737836480140686,0.4513857364654541,0.7220312356948853
357,0.7213478088378906,0.4489929676055908,0.7204764485359192
358,0.721372127532959,0.4479365348815918,0.7207379341125488
359,0.7396507859230042,0.4522225856781006,0.7200233340263367
360,0.7198796272277832,0.4416515827178955,0.719158411026001
361,0.7144957184791565,0.4429891109466553,0.7194111347198486
362,0.7115886807441711,0.44319891929626465,0.7196363806724548
363,0.7222388982772827,0.4345378875732422,0.7192193865776062
364,0.7006986141204834,0.4879944324493408,0.7217714786529541
365,0.6972892880439758,0.44294071197509766,0.7229377627372742
366,0.7198461890220642,0.4427790641784668,0.722150981426239
367,0.7254475355148315,0.44312548637390137,0.7208480834960938
368,0.7265034317970276,0.443204402923584,0.7195181846618652
369,0.7190715670585632,0.43735575675964355,0.7171082496643066
370,0.7566774487495422,0.4426729679107666,0.716532289981842
371,0.7239748239517212,0.4409618377685547,0.7168830633163452
372,0.7203717827796936,0.4574604034423828,0.7181636095046997
373,0.7297298312187195,0.44020652770996094,0.7160674333572388
374,0.7624479532241821,0.458005428314209,0.7155383229255676
375,0.7484373450279236,0.45433616638183594,0.7171756029129028
376,0.7200882434844971,0.44879794120788574,0.7193429470062256
377,0.7322904467582703,0.4896838665008545,0.7179015874862671
378,0.7311866283416748,0.4424166679382324,0.7194486260414124
379,0.7324740886688232,0.42704296112060547,0.7176988124847412
380,0.6953010559082031,0.4389803409576416,0.7190218567848206
381,0.7077512145042419,0.45586633682250977,0.7196567058563232
382,0.7469225525856018,0.44263339042663574,0.7174230217933655
383,0.6936619281768799,0.44554638862609863,0.7189894318580627
384,0.7253862023353577,0.4357442855834961,0.7206251621246338
385,0.6845144033432007,0.43817830085754395,0.718410313129425
386,0.734606921672821,0.4597306251525879,0.7186585068702698
387,0.7511370778083801,0.43990063667297363,0.7191864848136902
388,0.708843469619751,0.453296422958374,0.7180885076522827
389,0.7414980530738831,0.4528310298919678,0.7168532609939575
390,0.7154203653335571,0.44240379333496094,0.7186033129692078
391,0.741249680519104,0.47251272201538086,0.7180829048156738
392,0.7062293291091919,0.4431014060974121,0.720130443572998
393,0.7208288311958313,0.4568634033203125,0.7175381183624268
394,0.7271595597267151,0.44834303855895996,0.718532383441925
395,0.7047510743141174,0.428302526473999,0.7163634300231934
396,0.7393651008605957,0.4427330493927002,0.7163041830062866
397,0.7460444569587708,0.4534947872161865,0.7170314192771912
398,0.7211157083511353,0.44931983947753906,0.7156099081039429
399,0.7082479000091553,0.4234766960144043,0.7148178815841675
400,0.7266401052474976,0.4396486282348633,0.7142595648765564
401,0.7248049378395081,0.45877647399902344,0.7139756083488464
402,0.7082391977310181,0.43719005584716797,0.713703453540802
403,0.7089203000068665,0.4320802688598633,0.7130625247955322
404,0.7106081247329712,0.48007774353027344,0.7139686346054077
405,0.6943784952163696,0.4358401298522949,0.7152363061904907
406,0.6835480332374573,0.4361603260040283,0.7176015973091125
407,0.7283838391304016,0.45757031440734863,0.7164404392242432
408,0.7119458913803101,0.449505090713501,0.7137105464935303
409,0.7294027209281921,0.4356348514556885,0.7142176628112793
410,0.708620011806488,0.44236135482788086,0.7115162014961243
411,0.7464880347251892,0.4422178268432617,0.7123118042945862
412,0.7337557077407837,0.45920467376708984,0.7108219265937805
413,0.7096800804138184,0.4431579113006592,0.7119581699371338
414,0.7192951440811157,0.4574096202850342,0.7107927203178406
415,0.7507601380348206,0.4423069953918457,0.7100775241851807
416,0.7544369697570801,0.48901891708374023,0.7115235924720764
417,0.7126648426055908,0.45391058921813965,0.7134760022163391
418,0.7151322364807129,0.453540563583374,0.7130419015884399
419,0.7339951992034912,0.45784544944763184,0.713026762008667
420,0.7259572744369507,0.4380838871002197,0.7124579548835754
421,0.7095879912376404,0.4437558650970459,0.7132023572921753
422,0.7044454216957092,0.44234251976013184,0.7117762565612793
423,0.7191020250320435,0.44330668449401855,0.712492823600769
424,0.6991457343101501,0.44820308685302734,0.7125071883201599
425,0.7221232056617737,0.43010449409484863,0.7134339213371277
426,0.6822021007537842,0.44681739807128906,0.7125012874603271
427,0.7075070142745972,0.4618253707885742,0.7131136059761047
428,0.7555349469184875,0.43600988388061523,0.7112650871276855
429,0.6976919770240784,0.4819025993347168,0.7125246524810791
430,0.7305753231048584,0.44416093826293945,0.7110666632652283
431,0.7266169786453247,0.4370298385620117,0.7113051414489746
432,0.728806734085083,0.4377317428588867,0.7121489644050598
433,0.7128227353096008,0.43859314918518066,0.7117123603820801
434,0.7114195227622986,0.43576860427856445,0.7131600379943848
435,0.7180304527282715,0.4382929801940918,0.7138764262199402
436,0.7055923342704773,0.4472689628601074,0.711493730545044
437,0.723012387752533,0.441028356552124,0.710825502872467
438,0.7463513016700745,0.4435610771179199,0.7104873061180115
439,0.7269332408905029,0.45890307426452637,0.7093127965927124
440,0.7124987840652466,0.4387085437774658,0.7090927362442017
441,0.7069509029388428,0.4290173053741455,0.7086993455886841
442,0.7184543609619141,0.437286376953125,0.7085745334625244
443,0.7086473107337952,0.5094571113586426,0.7075179219245911
444,0.6934016942977905,0.44291019439697266,0.7081435918807983
445,0.7014051675796509,0.438946008682251,0.7080422043800354
446,0.6860448718070984,0.43752479553222656,0.7075672745704651
447,0.7191888689994812,0.4448843002319336,0.7099702954292297
448,0.6857852935791016,0.43643975257873535,0.7125756144523621
449,0.7177650332450867,0.4438197612762451,0.7097532749176025
450,0.7120383381843567,0.44316744804382324,0.7079218029975891
451,0.6966685652732849,0.43839001655578613,0.7054184675216675
452,0.7408515214920044,0.43689489364624023,0.7047778367996216
453,0.7312725782394409,0.4496917724609375,0.7042199969291687
454,0.7073215246200562,0.46230363845825195,0.7050432562828064
455,0.7100080847740173,0.4420278072357178,0.7055261731147766
456,0.7541137933731079,0.4445662498474121,0.7038331031799316
457,0.7249095439910889,0.5047805309295654,0.7036579251289368
458,0.7295141816139221,0.4420492649078369,0.7056602239608765
459,0.7123759984970093,0.4393191337585449,0.7046002745628357
460,0.7278921604156494,0.4373478889465332,0.7054821848869324
461,0.7238972187042236,0.4373314380645752,0.7056461572647095
462,0.7136270999908447,0.4312610626220703,0.7055805921554565
463,0.7009990215301514,0.4409151077270508,0.7058065533638
464,0.695015013217926,0.43692898750305176,0.7084482312202454
465,0.7149832844734192,0.4407660961151123,0.7057867646217346
466,0.7032830715179443,0.4276125431060791,0.7067726254463196
467,0.6860431432723999,0.44298863410949707,0.7062557339668274
468,0.6952824592590332,0.4268608093261719,0.7073181867599487
469,0.7377335429191589,0.42658090591430664,0.7046961188316345
470,0.7211967706680298,0.4427456855773926,0.7052847146987915
471,0.7143793702125549,0.4783480167388916,0.7056505680084229
472,0.7179549932479858,0.4570744037628174,0.7037911415100098
473,0.7170475125312805,0.44416069984436035,0.7057079076766968
474,0.7248432636260986,0.44136929512023926,0.7049179673194885
475,0.7077537775039673,0.44258928298950195,0.7061634659767151
476,0.7019557356834412,0.45232439041137695,0.7058823108673096
477,0.7051889896392822,0.43689918518066406,0.7047055959701538
478,0.7152538895606995,0.4326314926147461,0.7042577862739563
479,0.7302228808403015,0.4385075569152832,0.7031819224357605
480,0.7320061326026917,0.4533994197845459,0.7034528255462646
481,0.6994655132293701,0.4433455467224121,0.701738178730011
482,0.6943070888519287,0.45372748374938965,0.7031257748603821
483,0.7329232692718506,0.4674859046936035,0.7019960284233093
484,0.6802678108215332,0.4377176761627197,0.7008282542228699
