iteration,crossValError,A,B,C,D
0,0.1286819986191569,0.05727717382132062,-0.0003762854744911075,-0.21044334264492826,0.049907015314375566
0,0.12868200908185584,0.057315929680448366,-0.0003762854744911075,-0.21044334264492826,0.04994577117350331
0,0.1286820195445551,0.057354685539284446,-0.0003762854744911075,-0.21044334264492826,0.04998452703233939
0,0.12868203000725473,0.05739344139782886,-0.0003762854744911075,-0.21044334264492826,0.0500232828908838
0,0.12868204046995477,0.057432197256081605,-0.0003762854744911075,-0.21044334264492826,0.05006203874913655
0,0.12868205093265508,0.05747095311404269,-0.0003762854744911075,-0.21044334264492826,0.05010079460709763
0,0.12868206139535573,0.057509708971712106,-0.0003762854744911075,-0.21044334264492826,0.05013955046476705
0,0.12868207185805675,0.05754846482908986,-0.0003762854744911075,-0.21044334264492826,0.0501783063221448
0,0.12868208232075815,0.057587220686175944,-0.0003762854744911075,-0.21044334264492826,0.05021706217923089
0,0.12868209278345985,0.057625976542970365,-0.0003762854744911075,-0.21044334264492826,0.05025581803602531
0,0.1286821032461619,0.057664732399473125,-0.0003762854744911075,-0.21044334264492826,0.05029457389252807
0,0.12868211370886434,0.057703488255684214,-0.0003762854744911075,-0.21044334264492826,0.05033332974873916
0,0.12868212417156707,0.05774224411160364,-0.0003762854744911075,-0.21044334264492826,0.050372085604658584
0,0.12868213463427017,0.0577809999672314,-0.0003762854744911075,-0.21044334264492826,0.05041084146028634
0,0.12868214509697365,0.057819755822567494,-0.0003762854744911075,-0.21044334264492826,0.05044959731562244
0,0.12868215555967744,0.057858511677611926,-0.0003762854744911075,-0.21044334264492826,0.05048835317066687
0,0.1286821660223816,0.05789726753236469,-0.0003762854744911075,-0.21044334264492826,0.05052710902541963
0,0.12868217648508606,0.05793602338682579,-0.0003762854744911075,-0.21044334264492826,0.05056586487988073
0,0.12868218694779088,0.05797477924099522,-0.0003762854744911075,-0.21044334264492826,0.050604620734050164
0,0.1286821974104961,0.05801353509487299,-0.0003762854744911075,-0.21044334264492826,0.05064337658792793
5,0.030679113723215648,0.058047575172251294,-0.00037157418160652664,-0.21036202134287013,0.05067744724442938
5,0.030657328465296823,0.05808161749728458,-0.0003668597572144961,-0.21028069509929656,0.05071151976781219
5,0.030635558594121995,0.05811566207054921,-0.00036214220058660416,-0.2101993639133455,0.05074559415834566
5,0.030613804116973453,0.05814970889262177,-0.00035742151099410474,-0.2101180277841547,0.05077967041629915
5,0.03059206504113733,0.05818375796407903,-0.00035269768770791727,-0.21003668671086165,0.05081374854194209
5,0.03057034137390344,0.05821780928549797,-0.00034797072999862656,-0.20995534069260363,0.05084782853554399
5,0.030548633122565404,0.05825186285745577,-0.00034324063713648244,-0.20987398972851767,0.05088191039737442
5,0.03052694029442056,0.05828591868052981,-0.0003385074083913998,-0.2097926338177406,0.05091599412770303
5,0.030505262896770136,0.05831997675529769,-0.00033377104303295823,-0.209711272959409,0.050950079726799526
5,0.03048360093691903,0.058354037082337176,-0.0003290315403304019,-0.20962990715265925,0.05098416719493369
5,0.030461954422176016,0.05838809966222627,-0.0003242888995526395,-0.20954853639662743,0.05101825653237538
5,0.03044032335985351,0.05842216449554316,-0.0003195431199682439,-0.2094671606904495,0.05105234773939451
5,0.030418707757267877,0.058456231582866246,-0.00031479420084545184,-0.20938578003326105,0.05108644081626108
5,0.030397107621739198,0.05849030092477412,-0.0003100421414521642,-0.20930439442419754,0.051120535763245156
5,0.030375522960591317,0.058524372521845586,-0.00030528694105594535,-0.2092230038623942,0.051154632580616866
5,0.030353953781151913,0.058558446374659644,-0.0003005285989240232,-0.20914160834698597,0.05118873126864641
5,0.030332400090752453,0.058592522483795505,-0.00029576711432328907,-0.2090602078771076,0.051222831827604065
5,0.030310861896728204,0.05862660084983257,-0.00029100248652029725,-0.2089788024518936,0.05125693425776017
5,0.030289339206418246,0.05866068147335047,-0.0002862347147812651,-0.20889739207047822,0.05129103855938514
5,0.030267832027165428,0.058694764354929006,-0.00028146379837207274,-0.20881597673199553,0.05132514473274946
10,0.016500461994117296,0.05872768558305563,-0.00027213277464147923,-0.20865668955330488,0.0513581107505573
10,0.016477171183490257,0.0587606124163311,-0.0002627945921091211,-0.2084973798744964,0.05139108089617955
10,0.016453963042749407,0.058793544857653375,-0.00025344924657740584,-0.20833804768773817,0.051424055170862265
10,0.016430837651668407,0.05882648290992282,-0.00024409673384480452,-0.2081786929851932,0.05145703357585224
10,0.0164077950901126,0.05885942657604217,-0.00023473704970584724,-0.2080193157590196,0.05149001611239702
10,0.01638483543803912,0.05889237585891656,-0.0002253701899511181,-0.2078599160013705,0.051523002781744896
10,0.016361958775497107,0.058925330761453495,-0.00021599615036725037,-0.207700493704394,0.051555993585144885
10,0.01633916518262776,0.058958291286562894,-0.00020661492673692153,-0.20754104886023328,0.05158898852384677
10,0.016316454739664518,0.058991257437157066,-0.00019722651483884845,-0.20738158146102648,0.05162198759910107
10,0.016293827526933213,0.05902422921615071,-0.00018783091044778248,-0.20722209149890675,0.05165499081215905
10,0.016271283624852185,0.05905720662646095,-0.0001784281093345046,-0.20706257896600225,0.05168799816427274
10,0.01624882311393241,0.05909018967100728,-0.00016901810726582033,-0.20690304385443614,0.05172100965669489
10,0.016226446074777762,0.05912317835271163,-0.00015960090000455502,-0.20674348615632657,0.05175402529067902
10,0.016204152588084917,0.059156172674498325,-0.0001501764833095488,-0.20658390586378664,0.05178704506747939
10,0.016181942734643743,0.05918917263929411,-0.00014074485293565165,-0.20642430296892444,0.051820068988351016
10,0.016159816595337276,0.059222178250028144,-0.00013130600463371855,-0.20626467746384308,0.051853097054549664
10,0.016137774251141934,0.05925518950963201,-0.00012185993415060435,-0.20610502934064057,0.051886129267331854
10,0.016115815783127645,0.059288206421039706,-0.00011240663722915901,-0.20594535859140992,0.05191916562795486
10,0.01609394127245801,0.059321228987187655,-0.00010294610960822251,-0.20578566520823907,0.051952206137676704
10,0.01607215080039038,0.059354257211014706,-9.347834702261987e-05,-0.20562594918321095,0.05198525079775616
15,0.011090783118817763,0.05938679350737762,-7.938515468076784e-05,-0.20538827869268272,0.05201780930048133
15,0.011072036381486055,0.059419340027907906,-6.527877421264234e-05,-0.2051505506039606,0.05205037468538622
15,0.01105353105528245,0.05945189678131525,-5.1159191956903846e-05,-0.20491276488415214,0.052082946955941255
15,0.0110352675264862,0.05948446377632173,-3.7026394230837924e-05,-0.20467492150032773,0.05211552611562052
15,0.01101724618215134,0.05951704102166185,-2.2880367330310203e-05,-0.2044370204195206,0.05214811216790181
15,0.010999467410108666,0.05954962852608258,-8.721097529721273e-06,-0.2041990616087267,0.05218070511626656
15,0.010981931598967818,0.059582226298343345,5.451428918038533e-06,-0.2039610450349046,0.05221330496419992
15,0.010964639138119276,0.05961483434721609,1.9637225781634493e-05,-0.2037229706649755,0.05224591171519075
15,0.01094759041773642,0.05964745268148527,3.383630685133295e-05,-0.2034848384658231,0.05227852537273159
15,0.010930785828777602,0.05968008130994791,4.804868593904692e-05,-0.20324664840429363,0.05231114594031869
15,0.010914225762988103,0.0597127202414136,6.227437687838181e-05,-0.20300840044719562,0.05234377342145203
15,0.01089791061290232,0.05974536948470454,7.65133935246812e-05,-0.20277009456130002,0.052376407819635304
15,0.010881840771845792,0.05977802904865555,9.076574975507286e-05,-0.20253173071333996,0.05240904913837594
15,0.010866016633937221,0.059810698942114104,0.0001050314594685148,-0.20229330887001082,0.0524416973811851
15,0.010850438594090595,0.059843379173940364,0.00011931053658584143,-0.20205482899797006,0.05247435255157768
15,0.010835107048017318,0.05987606975300719,0.00013360299504980994,-0.20181629106383725,0.05250701465307234
15,0.010820022392228216,0.059908770688200164,0.00014790884882514673,-0.20157769503419387,0.05253968368919147
15,0.010805185024035723,0.05994148198841764,0.000162228111898594,-0.2013390408755834,0.05257235966346126
15,0.010790595341555936,0.05997420366257074,0.00017656079827895637,-0.20110032855451115,0.05260504257941162
15,0.010776253743710728,0.06000693571958339,0.00019090692199714776,-0.20086155803744418,0.052637732440576276
20,0.008525441534309727,0.060039376910064814,0.0002099426779134115,-0.20054515571017498,0.05267011314908605
20,0.008523192326120928,0.06007183433291594,0.0002290006313379974,-0.2002286376810529,0.05270250402621971
20,0.008521496173509596,0.06010430800900761,0.0002480808173554374,-0.19991200385026447,0.052734905079789826
20,0.008520354418144416,0.06013679795925599,0.0002671832711331208,-0.1995952541178207,0.052767316317621854
20,0.00851976840586793,0.06016930420462274,0.0002863080279215579,-0.19927838838355652,0.05279973774755421
20,0.008519739486713205,0.060201826766115143,0.0003054551230546456,-0.1989614065471304,0.052832169377438294
20,0.008520269014920616,0.060234365664786224,0.0003246245919499333,-0.19864430850802386,0.05286461121513852
20,0.008521358348954755,0.060266920921734926,0.00034381647010889023,-0.19832709416554092,0.052897063268532336
20,0.008523008851521349,0.060299492558106224,0.0003630307931171737,-0.1980097634188077,0.052929525545510295
20,0.008525221889584269,0.06033208059509127,0.0003822675966448986,-0.19769231616677183,0.05296199805397606
20,0.008527998834382697,0.06036468505392754,0.00040152691644690803,-0.1973747523082021,0.052994480801846454
20,0.008531341061448303,0.060397305955898956,0.0004208087883630445,-0.19705707174168788,0.05302697379705148
20,0.008535249950622506,0.06042994332233606,0.00044011324831842307,-0.19673927436563865,0.053059477047534366
20,0.00853972688607389,0.060462597174616134,0.0004594403323237048,-0.1964213600782835,0.053091990561251606
20,0.008544773256315582,0.060495267534163344,0.00047879007647537176,-0.19610332877767067,0.05312451434617298
20,0.008550390454222886,0.06052795442244888,0.0004981625169560032,-0.19578518036166703,0.05315704841028159
20,0.008556579877050798,0.06056065786099113,0.0005175576900345524,-0.19546691472795757,0.05318959276157393
20,0.00856334292645183,0.060593377871355776,0.0005369756320666249,-0.19514853177404498,0.05322214740805986
20,0.008570681008493711,0.06062611447515598,0.0005564163794947583,-0.194830031397249,0.0532547123577627
20,0.00857859553367731,0.06065886769405251,0.0005758799688487023,-0.19451141349470608,0.053287287618719224
25,0.007723107308002735,0.060691470859681886,0.0006001776465045536,-0.1941147423997701,0.05331966123092588
25,0.00775615602107376,0.06072409798192348,0.0006245109208828783,-0.1937178673307033,0.053352048941908196
25,0.007790325224301144,0.0607567491049448,0.0006488798717888279,-0.1933207880339092,0.05338445076735317
25,0.007825618831935704,0.06078942427305065,0.0006732845792957018,-0.19292350425514404,0.053416866722985595
25,0.007862040775915465,0.060822123530683676,0.0006977251237461639,-0.19252601573951422,0.05344929682456823
25,0.007899595005967465,0.060854846922424974,0.0007222015857534646,-0.19212832223147389,0.053481741087901914
25,0.007938285489710331,0.06088759449299471,0.0007467140462026717,-0.19173042347482228,0.05351419952882572
25,0.007978116212757423,0.06092036628725271,0.0007712625862519063,-0.19133231921270125,0.053546672163217096
25,0.008019091178820898,0.06095316235019906,0.0007958472873335877,-0.1909340091875927,0.05357915900699203
25,0.008061214409816286,0.060985982726974745,0.0008204682311556843,-0.19053549314131601,0.05361166007610518
25,0.008104489945967987,0.06101882746286221,0.0008451254997029718,-0.19013677081502545,0.05364417538655001
25,0.008148921845915385,0.06105169660328604,0.0008698191752382989,-0.1897378419492076,0.05367670495435896
25,0.008194514186819725,0.061084590193813536,0.0008945493403038603,-0.18933870628367871,0.05370924879560357
25,0.008241271064471787,0.06111750828015535,0.0009193160777224769,-0.18893936355758212,0.05374180692639466
25,0.008289196593400248,0.06115045090816612,0.0009441194705988831,-0.1885398135093856,0.05377437936288244
25,0.008338294906980914,0.061183418123845104,0.0009689596023210224,-0.18814005587687868,0.05380696612125672
25,0.008388570157546564,0.06121640997333679,0.0009938365565613496,-0.18774009039717005,0.05383956721774698
25,0.008440026516497692,0.061249426502931574,0.0010187504172781408,-0.1873399168066848,0.05387218266862259
